query,accuracy,precision,recall,f1, r1, r2, r3, r4, r5, r6
./ResampledDatabase/AircraftBuoyant\m1337.obj,0.993814,1,0.0625,0.117647,./ResampledDatabase/AircraftBuoyant/m1338.obj
./ResampledDatabase/AircraftBuoyant\m1338.obj,0.993814,1,0.0625,0.117647,./ResampledDatabase/AircraftBuoyant/m1337.obj
./ResampledDatabase/AircraftBuoyant\m1339.obj,0.99299,0,0,0,./ResampledDatabase/Car/D00724.obj
./ResampledDatabase/AircraftBuoyant\m1340.obj,0.99299,0,0,0,./ResampledDatabase/Chess/m1613.obj
./ResampledDatabase/AircraftBuoyant\m1341.obj,0.993814,1,0.0625,0.117647,./ResampledDatabase/AircraftBuoyant/m1348.obj
./ResampledDatabase/AircraftBuoyant\m1342.obj,0.99299,0,0,0,./ResampledDatabase/Cellphone/D00902.obj
./ResampledDatabase/AircraftBuoyant\m1343.obj,0.99299,0,0,0,./ResampledDatabase/Mug/D00705.obj
./ResampledDatabase/AircraftBuoyant\m1344.obj,0.99299,0,0,0,./ResampledDatabase/HumanHead/m364.obj
./ResampledDatabase/AircraftBuoyant\m1345.obj,0.99299,0,0,0,./ResampledDatabase/FloorLamp/D00981.obj
./ResampledDatabase/AircraftBuoyant\m1346.obj,0.993814,1,0.0625,0.117647,./ResampledDatabase/AircraftBuoyant/m1348.obj
./ResampledDatabase/AircraftBuoyant\m1347.obj,0.99299,0,0,0,./ResampledDatabase/Humanoid/m167.obj
./ResampledDatabase/AircraftBuoyant\m1348.obj,0.993814,1,0.0625,0.117647,./ResampledDatabase/AircraftBuoyant/m1346.obj
./ResampledDatabase/AircraftBuoyant\m1349.obj,0.99299,0,0,0,./ResampledDatabase/Humanoid/m155.obj
./ResampledDatabase/AircraftBuoyant\m1350.obj,0.99299,0,0,0,./ResampledDatabase/Bottle/m485.obj
./ResampledDatabase/AircraftBuoyant\m1351.obj,0.99299,0,0,0,./ResampledDatabase/Sword/m705.obj
./ResampledDatabase/AircraftBuoyant\m1352.obj,0.993814,1,0.0625,0.117647,./ResampledDatabase/AircraftBuoyant/m1347.obj
./ResampledDatabase/Apartment\D00045.obj,0.990515,0,0,0,./ResampledDatabase/MultiSeat/m778.obj
./ResampledDatabase/Apartment\D00086.obj,0.990515,0,0,0,./ResampledDatabase/City/m1664.obj
./ResampledDatabase/Apartment\D00138.obj,0.990515,0,0,0,./ResampledDatabase/Cup/D00363.obj
./ResampledDatabase/Apartment\D00156.obj,0.99134,1,0.0454545,0.0869565,./ResampledDatabase/Apartment/D00651.obj
./ResampledDatabase/Apartment\D00310.obj,0.990515,0,0,0,./ResampledDatabase/Truck/m1575.obj
./ResampledDatabase/Apartment\D00348.obj,0.990515,0,0,0,./ResampledDatabase/MilitaryVehicle/D00799.obj
./ResampledDatabase/Apartment\D00366.obj,0.990515,0,0,0,./ResampledDatabase/Monitor/D00469.obj
./ResampledDatabase/Apartment\D00478.obj,0.99134,1,0.0454545,0.0869565,./ResampledDatabase/Apartment/D00860.obj
./ResampledDatabase/Apartment\D00496.obj,0.990515,0,0,0,./ResampledDatabase/Door/m1724.obj
./ResampledDatabase/Apartment\D00639.obj,0.990515,0,0,0,./ResampledDatabase/MultiSeat/D00285.obj
./ResampledDatabase/Apartment\D00651.obj,0.99134,1,0.0454545,0.0869565,./ResampledDatabase/Apartment/D00156.obj
./ResampledDatabase/Apartment\D00681.obj,0.990515,0,0,0,./ResampledDatabase/Bookset/D01078.obj
./ResampledDatabase/Apartment\D00780.obj,0.990515,0,0,0,./ResampledDatabase/Mug/D00913.obj
./ResampledDatabase/Apartment\D00792.obj,0.990515,0,0,0,./ResampledDatabase/Vase/m540.obj
./ResampledDatabase/Apartment\D00859.obj,0.990515,0,0,0,./ResampledDatabase/Hand/m334.obj
./ResampledDatabase/Apartment\D00860.obj,0.99134,1,0.0454545,0.0869565,./ResampledDatabase/Apartment/D00478.obj
./ResampledDatabase/Apartment\D00869.obj,0.990515,0,0,0,./ResampledDatabase/Computer/m1769.obj
./ResampledDatabase/Apartment\D00921.obj,0.990515,0,0,0,./ResampledDatabase/NonWheelChair/m797.obj
./ResampledDatabase/Apartment\D00953.obj,0.990515,0,0,0,./ResampledDatabase/BuildingNonResidential/m415.obj
./ResampledDatabase/Apartment\m463.obj,0.990515,0,0,0,./ResampledDatabase/Computer/m1774.obj
./ResampledDatabase/Apartment\m464.obj,0.990515,0,0,0,./ResampledDatabase/Train/m1580.obj
./ResampledDatabase/Apartment\m465.obj,0.990515,0,0,0,./ResampledDatabase/Skyscraper/D00641.obj
./ResampledDatabase/AquaticAnimal\m53.obj,0.988454,1,0.0344828,0.0666667,./ResampledDatabase/AquaticAnimal/m55.obj
./ResampledDatabase/AquaticAnimal\m54.obj,0.987629,0,0,0,./ResampledDatabase/Jet/m1174.obj
./ResampledDatabase/AquaticAnimal\m55.obj,0.988454,1,0.0344828,0.0666667,./ResampledDatabase/AquaticAnimal/m57.obj
./ResampledDatabase/AquaticAnimal\m56.obj,0.988454,1,0.0344828,0.0666667,./ResampledDatabase/AquaticAnimal/m57.obj
./ResampledDatabase/AquaticAnimal\m57.obj,0.988454,1,0.0344828,0.0666667,./ResampledDatabase/AquaticAnimal/m56.obj
./ResampledDatabase/AquaticAnimal\m58.obj,0.987629,0,0,0,./ResampledDatabase/Humanoid/m167.obj
./ResampledDatabase/AquaticAnimal\m59.obj,0.987629,0,0,0,./ResampledDatabase/Train/D01047.obj
./ResampledDatabase/AquaticAnimal\m60.obj,0.987629,0,0,0,./ResampledDatabase/Fish/D00165.obj
./ResampledDatabase/AquaticAnimal\m61.obj,0.987629,0,0,0,./ResampledDatabase/Fish/D00450.obj
./ResampledDatabase/AquaticAnimal\m62.obj,0.987629,0,0,0,./ResampledDatabase/Hand/D01118.obj
./ResampledDatabase/AquaticAnimal\m63.obj,0.987629,0,0,0,./ResampledDatabase/Tree/D00911.obj
./ResampledDatabase/AquaticAnimal\m64.obj,0.987629,0,0,0,./ResampledDatabase/Fish/D00293.obj
./ResampledDatabase/AquaticAnimal\m65.obj,0.987629,0,0,0,./ResampledDatabase/Jet/m1218.obj
./ResampledDatabase/AquaticAnimal\m66.obj,0.987629,0,0,0,./ResampledDatabase/DeskPhone/D00897.obj
./ResampledDatabase/AquaticAnimal\m67.obj,0.987629,0,0,0,./ResampledDatabase/City/D01103.obj
./ResampledDatabase/AquaticAnimal\m68.obj,0.987629,0,0,0,./ResampledDatabase/Bird/m30.obj
./ResampledDatabase/AquaticAnimal\m69.obj,0.988454,1,0.0344828,0.0666667,./ResampledDatabase/AquaticAnimal/m70.obj
./ResampledDatabase/AquaticAnimal\m70.obj,0.988454,1,0.0344828,0.0666667,./ResampledDatabase/AquaticAnimal/m72.obj
./ResampledDatabase/AquaticAnimal\m71.obj,0.988454,1,0.0344828,0.0666667,./ResampledDatabase/AquaticAnimal/m60.obj
./ResampledDatabase/AquaticAnimal\m72.obj,0.988454,1,0.0344828,0.0666667,./ResampledDatabase/AquaticAnimal/m70.obj
./ResampledDatabase/AquaticAnimal\m73.obj,0.987629,0,0,0,./ResampledDatabase/Jet/m1258.obj
./ResampledDatabase/AquaticAnimal\m74.obj,0.988454,1,0.0344828,0.0666667,./ResampledDatabase/AquaticAnimal/m80.obj
./ResampledDatabase/AquaticAnimal\m75.obj,0.988454,1,0.0344828,0.0666667,./ResampledDatabase/AquaticAnimal/m70.obj
./ResampledDatabase/AquaticAnimal\m76.obj,0.987629,0,0,0,./ResampledDatabase/Humanoid/m160.obj
./ResampledDatabase/AquaticAnimal\m77.obj,0.987629,0,0,0,./ResampledDatabase/Jet/m1266.obj
./ResampledDatabase/AquaticAnimal\m78.obj,0.988454,1,0.0344828,0.0666667,./ResampledDatabase/AquaticAnimal/m81.obj
./ResampledDatabase/AquaticAnimal\m79.obj,0.987629,0,0,0,./ResampledDatabase/Tree/m1086.obj
./ResampledDatabase/AquaticAnimal\m80.obj,0.987629,0,0,0,./ResampledDatabase/Jet/m1198.obj
./ResampledDatabase/AquaticAnimal\m81.obj,0.988454,1,0.0344828,0.0666667,./ResampledDatabase/AquaticAnimal/m78.obj
./ResampledDatabase/Bed\D00031.obj,0.988454,0,0,0,./ResampledDatabase/MultiSeat/D00985.obj
./ResampledDatabase/Bed\D00110.obj,0.988454,0,0,0,./ResampledDatabase/MultiSeat/D00985.obj
./ResampledDatabase/Bed\D00121.obj,0.989278,1,0.037037,0.0714286,./ResampledDatabase/Bed/m951.obj
./ResampledDatabase/Bed\D00184.obj,0.988454,0,0,0,./ResampledDatabase/Shelf/m844.obj
./ResampledDatabase/Bed\D00210.obj,0.989278,1,0.037037,0.0714286,./ResampledDatabase/Bed/D00184.obj
./ResampledDatabase/Bed\D00213.obj,0.989278,1,0.037037,0.0714286,./ResampledDatabase/Bed/D00836.obj
./ResampledDatabase/Bed\D00217.obj,0.988454,0,0,0,./ResampledDatabase/Door/m1708.obj
./ResampledDatabase/Bed\D00307.obj,0.988454,0,0,0,./ResampledDatabase/Shelf/m847.obj
./ResampledDatabase/Bed\D00322.obj,0.989278,1,0.037037,0.0714286,./ResampledDatabase/Bed/D00650.obj
./ResampledDatabase/Bed\D00417.obj,0.989278,1,0.037037,0.0714286,./ResampledDatabase/Bed/D00839.obj
./ResampledDatabase/Bed\D00538.obj,0.989278,1,0.037037,0.0714286,./ResampledDatabase/Bed/D00417.obj
./ResampledDatabase/Bed\D00545.obj,0.989278,1,0.037037,0.0714286,./ResampledDatabase/Bed/D00565.obj
./ResampledDatabase/Bed\D00552.obj,0.988454,0,0,0,./ResampledDatabase/DeskPhone/D00154.obj
./ResampledDatabase/Bed\D00565.obj,0.989278,1,0.037037,0.0714286,./ResampledDatabase/Bed/D00545.obj
./ResampledDatabase/Bed\D00650.obj,0.989278,1,0.037037,0.0714286,./ResampledDatabase/Bed/D00213.obj
./ResampledDatabase/Bed\D00735.obj,0.988454,0,0,0,./ResampledDatabase/Vase/m540.obj
./ResampledDatabase/Bed\D00836.obj,0.989278,1,0.037037,0.0714286,./ResampledDatabase/Bed/D00213.obj
./ResampledDatabase/Bed\D00839.obj,0.989278,1,0.037037,0.0714286,./ResampledDatabase/Bed/D00417.obj
./ResampledDatabase/Bed\D00969.obj,0.989278,1,0.037037,0.0714286,./ResampledDatabase/Bed/D00735.obj
./ResampledDatabase/Bed\D00988.obj,0.988454,0,0,0,./ResampledDatabase/RectangleTable/m888.obj
./ResampledDatabase/Bed\m945.obj,0.988454,0,0,0,./ResampledDatabase/DeskPhone/D00958.obj
./ResampledDatabase/Bed\m946.obj,0.988454,0,0,0,./ResampledDatabase/Door/m1724.obj
./ResampledDatabase/Bed\m947.obj,0.988454,0,0,0,./ResampledDatabase/MultiSeat/m836.obj
./ResampledDatabase/Bed\m948.obj,0.988454,0,0,0,./ResampledDatabase/RectangleTable/m901.obj
./ResampledDatabase/Bed\m949.obj,0.988454,0,0,0,./ResampledDatabase/RectangleTable/m913.obj
./ResampledDatabase/Bed\m950.obj,0.988454,0,0,0,./ResampledDatabase/RectangleTable/m919.obj
./ResampledDatabase/Bed\m951.obj,0.988454,0,0,0,./ResampledDatabase/MultiSeat/m780.obj
./ResampledDatabase/Bicycle\D00016.obj,0.989691,1,0.0384615,0.0740741,./ResampledDatabase/Bicycle/D00033.obj
./ResampledDatabase/Bicycle\D00033.obj,0.989691,1,0.0384615,0.0740741,./ResampledDatabase/Bicycle/D00016.obj
./ResampledDatabase/Bicycle\D00040.obj,0.988866,0,0,0,./ResampledDatabase/Sword/D00066.obj
./ResampledDatabase/Bicycle\D00077.obj,0.989691,1,0.0384615,0.0740741,./ResampledDatabase/Bicycle/D00555.obj
./ResampledDatabase/Bicycle\D00078.obj,0.988866,0,0,0,./ResampledDatabase/Jet/m1175.obj
./ResampledDatabase/Bicycle\D00462.obj,0.988866,0,0,0,./ResampledDatabase/PlantIndoors/D00968.obj
./ResampledDatabase/Bicycle\D00514.obj,0.988866,0,0,0,./ResampledDatabase/Jet/m1290.obj
./ResampledDatabase/Bicycle\D00536.obj,0.988866,0,0,0,./ResampledDatabase/DeskLamp/D00090.obj
./ResampledDatabase/Bicycle\D00555.obj,0.989691,1,0.0384615,0.0740741,./ResampledDatabase/Bicycle/D00838.obj
./ResampledDatabase/Bicycle\D00558.obj,0.989691,1,0.0384615,0.0740741,./ResampledDatabase/Bicycle/D00621.obj
./ResampledDatabase/Bicycle\D00567.obj,0.989691,1,0.0384615,0.0740741,./ResampledDatabase/Bicycle/D00558.obj
./ResampledDatabase/Bicycle\D00621.obj,0.989691,1,0.0384615,0.0740741,./ResampledDatabase/Bicycle/D00558.obj
./ResampledDatabase/Bicycle\D00708.obj,0.989691,1,0.0384615,0.0740741,./ResampledDatabase/Bicycle/D00838.obj
./ResampledDatabase/Bicycle\D00750.obj,0.989691,1,0.0384615,0.0740741,./ResampledDatabase/Bicycle/m1478.obj
./ResampledDatabase/Bicycle\D00838.obj,0.989691,1,0.0384615,0.0740741,./ResampledDatabase/Bicycle/D00708.obj
./ResampledDatabase/Bicycle\D00847.obj,0.988866,0,0,0,./ResampledDatabase/Insect/m3.obj
./ResampledDatabase/Bicycle\D00904.obj,0.989691,1,0.0384615,0.0740741,./ResampledDatabase/Bicycle/D00931.obj
./ResampledDatabase/Bicycle\D00930.obj,0.989691,1,0.0384615,0.0740741,./ResampledDatabase/Bicycle/D00847.obj
./ResampledDatabase/Bicycle\D00931.obj,0.988866,0,0,0,./ResampledDatabase/Motorcycle/D00396.obj
./ResampledDatabase/Bicycle\D00974.obj,0.989691,1,0.0384615,0.0740741,./ResampledDatabase/Bicycle/m1475.obj
./ResampledDatabase/Bicycle\m1472.obj,0.989691,1,0.0384615,0.0740741,./ResampledDatabase/Bicycle/m1476.obj
./ResampledDatabase/Bicycle\m1473.obj,0.989691,1,0.0384615,0.0740741,./ResampledDatabase/Bicycle/D00558.obj
./ResampledDatabase/Bicycle\m1475.obj,0.989691,1,0.0384615,0.0740741,./ResampledDatabase/Bicycle/D00974.obj
